AvgDialog_19196_Content_2,ahyX,avg章6_AvgDialog_C_M.csv,9,AvgDialog,Content,,现实重启,Reality Reboot
AvgDialog_19196_Content_16,ahyT,avg章6_AvgDialog_C_M.csv,23,AvgDialog,Content,玩家,拉蒙娜、图鲁、埃尔顿船长、希莱斯特、蹈海者们以及你与那个寄生物……,"Ramona, Tulu, Captain Elton, Celeste, the Seafarers, you and that parasite…"
AvgDialog_19196_Content_17,ahyU,avg章6_AvgDialog_C_M.csv,24,AvgDialog,Content,墨菲,把我和这怪物绑在一起就算了，你甚至不肯把我放在蹈海者之前想起来吗！,"Pairing me with this monster is one thing, but not even putting me before the Seafarers?!"
AvgDialog_19196_Content_18,ahyV,avg章6_AvgDialog_C_M.csv,25,AvgDialog,Content,玩家,我、我绝无此意……,I... I didn't mean it like that...
AvgDialog_19196_Content_19,ahyW,avg章6_AvgDialog_C_M.csv,26,AvgDialog,Content,,墨菲哼了一声，将你从地上拉了起来。,Murphy grunted and pulled you up from the ground.
AvgDialog_19196_Content_20,ahyY,avg章6_AvgDialog_C_M.csv,27,AvgDialog,Content,墨菲,我就说嘛，爆炸后你表现得那么奇怪，居然还真是摔着脑袋了……,I knew it. You were acting so strange after the explosion... Turns out you really did hit your head.
AvgDialog_19196_Content_21,ahyZ,avg章6_AvgDialog_C_M.csv,28,AvgDialog,Content,玩家,但有一点我还是不太明白……,"However, there is one thing I still don't quite understand..."
AvgDialog_19196_Content_22,ahza,avg章6_AvgDialog_C_M.csv,29,AvgDialog,Content,玩家,弥利亚姆在动力室诱发爆炸时，是谁把大家从爆炸现场救了出来？,Who saved everyone when Miryam triggered the explosion in the power room?
AvgDialog_19196_Content_23,ahzb,avg章6_AvgDialog_C_M.csv,30,AvgDialog,Content,墨菲,是希莱斯特吧，这艘船上也没有第二个人能发出那种白光了。,It had to have been Celeste. No one else on this ship emits such a white light.
AvgDialog_19196_Content_24,ahzc,avg章6_AvgDialog_C_M.csv,31,AvgDialog,Content,,大海的怀抱变得尖锐，海水与烧焦的皮肤反应出了令人窒息的挣扎。盲目的混沌如黑夜中的鬼怪，撕裂、折断着你的身体。,"The sea's embrace turns sharp, the burning water reacting with your scorched skin in a suffocating struggle.\nBlind chaos, like a demon of the night, tears and breaks your body."
AvgDialog_19196_Content_25,ahzd,avg章6_AvgDialog_C_M.csv,32,AvgDialog,Content,,然后，那混沌却生出了一丝温暖。在无边无际的黑暗中，孤寂、无助、沉沦飞速后退，在极寒的宇宙中闪耀着神秘的暖光。,"Then, a hint of warmth emerged from the chaos. In the boundless darkness, loneliness, helplessness, and despair swiftly receded, while a mysterious warm light shone in the freezing universe."
AvgDialog_19196_Content_26,ahze,avg章6_AvgDialog_C_M.csv,33,AvgDialog,Content,,仿佛触摸到了宇宙的慈悲，意识行走在了灵知边缘。身体逐渐与海水中的氧气相融，你猛地睁开眼，海水从眼角灌进了身体。,"As if you've touched the mercy of the universe, your consciousness walks on the edge of Gnosis. Your body gradually merges with the oxygen in the seawater. Suddenly, you open your eyes, and seawater floods into your body from the corners of your eyes."
AvgDialog_19196_Content_27,ahzf,avg章6_AvgDialog_C_M.csv,34,AvgDialog,Content,,最后，柔和的光芒划破了海底的黑暗。青白的力量向你伸出了手——仿佛是庇佑航行的神女，向你伸出的援手。,"Finally, a gentle glow pierced through the darkness of the ocean. A pale blue power reached out to you—like the Goddess of navigation extending her helping hand."
AvgDialog_19196_Content_28,ahzg,avg章6_AvgDialog_C_M.csv,35,AvgDialog,Content,玩家,<Gray:的确，把我从水里拉起来的那股力量无疑属于希莱斯特。>,"<Gray:Indeed, the power that pulled me from the water undoubtedly belonged to Celeste.>"
AvgDialog_19196_Content_29,ahzh,avg章6_AvgDialog_C_M.csv,36,AvgDialog,Content,,你闭了闭眼，回想着在火焰灼烧双眼的那个瞬间，撕扯、拼合了你意志的那道暖光。,"You closed your eyes, recalling the moment when the flames scorched your eyes, the warm light tearing apart and mending your will."
AvgDialog_19196_Content_30,ahzj,avg章6_AvgDialog_C_M.csv,37,AvgDialog,Content,玩家,<Gray:但在那之前的力量……绝对不会是希莱斯特。它太陌生，又太熟悉了……>,"<Gray:But the power before that... it definitely wasn't Celeste. It was strange, yet somehow familiar...>"
AvgDialog_19196_Content_31,ahzk,avg章6_AvgDialog_C_M.csv,38,AvgDialog,Content,墨菲,你又发什么呆呢？不会被我敲坏了吧？我明明控制力气了呀……,What's making you space out again? Did I break you? I clearly held back my strength... 
AvgDialog_19196_Content_32,ahzl,avg章6_AvgDialog_C_M.csv,39,AvgDialog,Content,,墨菲嘟囔着踮起脚，抬手撩开了你的刘海。 她屈指弹额头时的确控制了力道，足够让人清醒，却又不至于痛上半天。,"Murphy muttered as she stood on tiptoe, lifting your bangs with her hand. When she flicked your forehead, she controlled her strength just enough to wake you up but not hurt for too long."
AvgDialog_19196_Content_33,ahzm,avg章6_AvgDialog_C_M.csv,40,AvgDialog,Content,玩家,我只是在担心其他人……从你我两人相遇的现状来看，爆炸时情况太紧急，希莱斯特恐怕没能准确控制大家的落点。,"I'm worried about the others... Given the situation when we met, the explosion was too sudden; Celeste probably couldn't accurately control everyone's landing spot."
AvgDialog_19196_Content_34,ahzn,avg章6_AvgDialog_C_M.csv,41,AvgDialog,Content,玩家,要赶紧找到拉蒙娜，然后和船长他们会合。,We need to find Ramona quickly and rendezvous with the captain and the others.
AvgDialog_19196_Content_35,ahzo,avg章6_AvgDialog_C_M.csv,42,AvgDialog,Content,墨菲,你身体真的没问题了？如果有不舒服的话要赶紧说出来。,"Are you sure your body is okay? If you feel uncomfortable, speak up immediately."
AvgDialog_19196_Content_36,ahzp,avg章6_AvgDialog_C_M.csv,43,AvgDialog,Content,玩家,嗯，我会的。,"Mm, I will."
AvgDialog_34969_Content_1,ajDk,avg章6_AvgDialog_C_M.csv,44,AvgDialog,Content,,船体又一次发出嘎吱悲鸣，伴随着闯入风浪般的颠簸，船身无序地摇摆着，机械残骸滚落一地。,"The ship creaks again, battered by wind and waves, rocking violently as mechanical debris rolls everywhere."
AvgDialog_34969_Content_2,ajDu,avg章6_AvgDialog_C_M.csv,45,AvgDialog,Content,墨菲,呀？！,Ah?!
AvgDialog_34969_Content_3,ajDv,avg章6_AvgDialog_C_M.csv,46,AvgDialog,Content,,又一声宛如骨质被折断的诡异巨响从不知何处传来，在你与墨菲反应过来前，犹如被推上浪尖一般，船身猛地向一侧剧烈倾斜。,"Another eerie crack, like bones snapping, echoed from an unknown direction. Before you and Murphy could react, the ship suddenly lurched violently to one side, as if pushed onto the crest of a wave."
AvgDialog_34969_Content_4,ajDw,avg章6_AvgDialog_C_M.csv,47,AvgDialog,Content,玩家,墨菲！,Murphy!
AvgDialog_34969_Content_5,ajDx,avg章6_AvgDialog_C_M.csv,48,AvgDialog,Content,,你一把抓住了凸起的金属管稳定身体，想去帮助墨菲时，她已经踉跄着滑到了动力室另一端。,"You grabbed a protruding metal pipe to steady yourself, but by the time you tried to help Murphy, she had already stumbled to the other end of the power room."
AvgDialog_34969_Content_6,ajDy,avg章6_AvgDialog_C_M.csv,49,AvgDialog,Content,墨菲,没事！别喊得像我要死掉了一样。,I'm okay! Don't act as if I'm dying.
AvgDialog_34969_Content_7,ajDz,avg章6_AvgDialog_C_M.csv,50,AvgDialog,Content,,船舱很快就恢复了平静，只有满地狼藉证明着曾发生过的剧烈颠簸。,"The cabin quickly returned to stillness, with only the debris on the floor serving as proof of the violent shaking that had occurred."
AvgDialog_34969_Content_8,ajDA,avg章6_AvgDialog_C_M.csv,51,AvgDialog,Content,,墨菲显然还心有余悸，她扶着舱壁朝你走了过来，双腿不停打着颤。,"Murphy, still visibly shaken, walked towards you while holding onto the cabin wall, her legs trembling uncontrollably."
AvgDialog_34969_Content_9,ajDB,avg章6_AvgDialog_C_M.csv,52,AvgDialog,Content,玩家,有没有撞到哪里？要不要我扶着你走？,Did you bump into anything? Do you need me to help you walk?
AvgDialog_34969_Content_10,ajDl,avg章6_AvgDialog_C_M.csv,53,AvgDialog,Content,墨菲,不用了，我可不好意思使唤伤员。,"No, and I wouldn't feel comfortable asking an injured person to work."
AvgDialog_34969_Content_11,ajDm,avg章6_AvgDialog_C_M.csv,54,AvgDialog,Content,,她上下打量了你一通，最后不好意思地别过了脸。,"She looked you up and down, then bashfully turned away."
AvgDialog_34969_Content_12,ajDn,avg章6_AvgDialog_C_M.csv,55,AvgDialog,Content,墨菲,不过……谢谢了。,However... thank you.
AvgDialog_34969_Content_13,ajDo,avg章6_AvgDialog_C_M.csv,56,AvgDialog,Content,墨菲,刚刚那阵颠簸到底是怎么回事，希莱斯特不会把船开进什么暗流里了吧……,What was that jolt just now? Celeste had better not have steered the ship into some hidden current...
AvgDialog_34969_Content_14,ajDp,avg章6_AvgDialog_C_M.csv,57,AvgDialog,Content,玩家,"我想……希莱斯特正在失去对索纳尼尔号的控制。
把大家从爆炸中心点转移，恐怕消耗了她太多力量。",I think... Celeste is losing control of the Sona-Nyl.\nMoving everyone away from the blast center might have drained her power.
AvgDialog_34969_Content_15,ajDq,avg章6_AvgDialog_C_M.csv,58,AvgDialog,Content,墨菲,她本来就很虚弱，现在更是……,"She was already weak, and now it's even worse..."
AvgDialog_34969_Content_16,ajDr,avg章6_AvgDialog_C_M.csv,59,AvgDialog,Content,,墨菲按了按胸口，扯出一个难看的笑容。,Murphy pressed a hand to her chest and forced an awkward smile.
AvgDialog_34969_Content_17,ajDs,avg章6_AvgDialog_C_M.csv,60,AvgDialog,Content,墨菲,没事的，只要回到岸上，一切就都结束了……,"It's alright. Once we return to shore, everything will come to an end..."
AvgDialog_34969_Content_18,ajDt,avg章6_AvgDialog_C_M.csv,61,AvgDialog,Content,,电灯闪动的频率逐渐与呼吸重合，舱室陡然暗下的同时，敌人不再满足于蛰伏黑暗之中……,"The flickering frequency of the lights gradually synchronized with your breathing. As the cabin suddenly went dark, the enemy no longer remained content to lurk in the shadows..."
AvgDialog_34977_Content_1,ajIb,avg章6_AvgDialog_C_M.csv,62,AvgDialog,Content,墨菲,呀呀呀——！%player%快想想办法，他们在抓我的靴子！,"Ahhh—! %player%, do something! They're grabbing my boots!"
AvgDialog_34977_Content_2,ajIc,avg章6_AvgDialog_C_M.csv,63,AvgDialog,Content,玩家,去那边的舱室，用舱门把它们拦在外面！,Go to the cabin over there and block them out with the hatch door!
AvgDialog_34970_Content_1,ajDC,avg章6_AvgDialog_C_M.csv,64,AvgDialog,Content,玩家,快！你先进去，我来殿后。,Quick! You go in first; I'll cover the rear.
AvgDialog_34970_Content_2,ajDN,avg章6_AvgDialog_C_M.csv,65,AvgDialog,Content,,墨菲没推辞或扭捏，灵巧地溜进了你扶住的门后。,"Murphy didn't hesitate, swiftly slipping through the door you were holding."
AvgDialog_34970_Content_3,ajDQ,avg章6_AvgDialog_C_M.csv,66,AvgDialog,Content,,异变体、海中之物循着你们身上的气味猛追过来，就在利爪勾上披风的前一刻，你也一个转身躲进了门中。,"Mutants and sea creatures are hot on your heels, following you via scent. Just before their sharp claws hooked onto your cloak, you spin around and slip through the door."
AvgDialog_34970_Content_4,ajDR,avg章6_AvgDialog_C_M.csv,67,AvgDialog,Content,,你用身体顶着门，墨菲摸索着从内锁上了舱门。你们的气味、形象被隔绝，利爪在钢铁上抓挠的刺耳声也很快弱了下去。,"You brace the door with your body as Murphy fumbles to lock the hatch from the inside. Your scent and appearance are concealed, and the screeching of claws on steel soon fades."
AvgDialog_34970_Content_5,ajDS,avg章6_AvgDialog_C_M.csv,68,AvgDialog,Content,玩家,呼、呼……可真能追啊。,"Huff, huff... those guys really know how to chase someone."
AvgDialog_34970_Content_6,ajDT,avg章6_AvgDialog_C_M.csv,69,AvgDialog,Content,玩家,墨菲，你先去把灯打开……诶？！,"Murphy, go turn on the lights... huh?!"
AvgDialog_34970_Content_7,ajDU,avg章6_AvgDialog_C_M.csv,70,AvgDialog,Content,,转身瞬间，诡丽的荧光跳入视网膜。,"As you turn around, eerie fluorescence leaps into your retina."
AvgDialog_34970_Content_8,ajDV,avg章6_AvgDialog_C_M.csv,71,AvgDialog,Content,,有如枝桠的结构物自甲板缝隙中粗暴地生长，它们交错缠绕，为彼此推挤出了更多空间。随着此起彼伏的“咔嚓”声，甲板不堪重负地四处坍塌。,"Branch-like structures grow violently from the cracks in the deck, entwining and pushing against each other to create more space. With a series of ""crack"" sounds, the deck collapses under the strain."
AvgDialog_34970_Content_9,ajDW,avg章6_AvgDialog_C_M.csv,72,AvgDialog,Content,,那是珊瑚、海葵和更多你叫不出名字的海洋生物，它们粗壮而充满力量，一寸寸撑开了甲板表面。,"Coral, anemones, and more sea creatures you couldn't name pried open the deck surface inch by inch, strong and full of power."
AvgDialog_34970_Content_10,ajDD,avg章6_AvgDialog_C_M.csv,73,AvgDialog,Content,墨菲,这究竟是……,What is this...?
AvgDialog_34970_Content_11,ajDE,avg章6_AvgDialog_C_M.csv,74,AvgDialog,Content,,你靠近了一株珊瑚，它荧光流溢，优雅而美丽。在伦蒂尼恩的拍卖行中，相似品质的摆件能拍上万雷欧坊的高价。,"You approach a coral; it glows softly, elegant and beautiful. Similar items can fetch prices of tens of thousands of Leonian Florin in Londinium's auction houses."
AvgDialog_34970_Content_12,ajDF,avg章6_AvgDialog_C_M.csv,75,AvgDialog,Content,,——如果它的根部，没有深扎于一块小型融蚀痕中的话。,"—That is, if its roots hadn't been deeply embedded in a small D-Mark."
AvgDialog_34970_Content_13,ajDG,avg章6_AvgDialog_C_M.csv,76,AvgDialog,Content,玩家,是融蚀赘生物。,It's D-Hyperplasia.
AvgDialog_34970_Content_14,ajDH,avg章6_AvgDialog_C_M.csv,77,AvgDialog,Content,,《融蚀现象基础理论学》课堂上，朵尔曾如此描述赘生物：融蚀现象发展到一定阶段后，有一定概率从融蚀痕中生出赘生物。,"In the class ""Basic Theories Regarding the Dissolution Phenomenon,"" Doll once described anomalies this way: once the Dissolution Phenomenon progresses to a certain stage, there is a probability that anomalies may emerge from D-Marks."
AvgDialog_34970_Content_15,ajDI,avg章6_AvgDialog_C_M.csv,78,AvgDialog,Content,,赘生物的生长与否、不同类型赘生物的分布等，目前尚未能总结出规律，唯有一点可以明确：赘生物一般只出现在存在「灾厄」的区域中。,"The growth and distribution of aberrant entities of different types have not yet been fully catalogued, but one thing is clear: aberrant entities generally only appear in areas with ""Cataclysm""."
AvgDialog_34970_Content_16,ajDJ,avg章6_AvgDialog_C_M.csv,79,AvgDialog,Content,玩家,这些东西毫无疑问都与海洋有关，我们周围一定存在着与深海界域相关的「灾厄」。,"These things are undoubtedly related to the ocean. There must be a ""Cataclysm"" associated with the Aequor Realm around us."
AvgDialog_34970_Content_17,ajDK,avg章6_AvgDialog_C_M.csv,80,AvgDialog,Content,墨菲,「灾厄」……,"""Cataclysm""..."
AvgDialog_34970_Content_18,ajDL,avg章6_AvgDialog_C_M.csv,81,AvgDialog,Content,,墨菲走到你身边，低头看向赘生物根部的融蚀痕。她一手按在胸口，一手抚在了珊瑚粗糙的表面上。,Murphy walked to your side and looked down at the D-Mark at the base of the growth. She placed one hand on her chest and the other on the rough surface of the coral.
AvgDialog_34970_Content_19,ajDM,avg章6_AvgDialog_C_M.csv,82,AvgDialog,Content,,身后传来重物倒地的声音，转身瞬间，你与被赘生物砸倒在地的蹈海者对上了视线。,"You hear a heavy object fall behind you. Turning around, you lock eyes with a Seafarer pinned down by a grotesque growth."
AvgDialog_34970_Content_20,ajDO,avg章6_AvgDialog_C_M.csv,83,AvgDialog,Content,蹈海者,咕……,Gurgle...
AvgDialog_34970_Content_21,ajDP,avg章6_AvgDialog_C_M.csv,84,AvgDialog,Content,,墨菲陷入了长久的沉默，见她久未有反应，你上前一步，挡在了她与蹈海者之间。,"Murphy falls into a prolonged silence. Seeing no response from her, you step forward, positioning yourself between her and the Seafarer."
AvgDialog_19200_Content_1,ahzw,avg章6_AvgDialog_C_M.csv,85,AvgDialog,Content,玩家,战斗只会把更多敌人引向我们，接下来要更小心些，避免发生冲突。,Fighting will only draw more enemies to us. Let's be more careful and avoid conflicts.
AvgDialog_19200_Content_2,ahzH,avg章6_AvgDialog_C_M.csv,86,AvgDialog,Content,玩家,墨菲？你听见了吗？,Murphy? Did you hear me?
AvgDialog_19200_Content_3,ahzM,avg章6_AvgDialog_C_M.csv,87,AvgDialog,Content,,少女仍蹲在珊瑚旁出神地想着什么，你的呼唤并没能引起她的注意。,"The girl remained lost in thought by the coral, not noticing your call."
AvgDialog_19200_Content_4,ahzN,avg章6_AvgDialog_C_M.csv,88,AvgDialog,Content,,你也在她身边蹲下，看了几眼她视线尽头的珊瑚，又看了看她全神贯注到几乎失神的眼睛。,"You squatted down beside her as well, glancing a few times at the coral at the end of her gaze, then at her eyes—so focused that she almost appeared to be entranced."
AvgDialog_19200_Content_5,ahzO,avg章6_AvgDialog_C_M.csv,89,AvgDialog,Content,,说不好是起了“报复”的坏念头，还是说只是又一次玩心大起。,"It's hard to say whether it's out of a desire for ""revenge"" or simply due to a playful whim, but…"
AvgDialog_19200_Content_6,ahzP,avg章6_AvgDialog_C_M.csv,90,AvgDialog,Content,,你搓了搓手，对着墨菲的额头屈起了指——,You rub your hands together and flick Murphy's forehead—
AvgDialog_19200_Content_7,ahzQ,avg章6_AvgDialog_C_M.csv,91,AvgDialog,Content,墨菲,诶呦！,Ouch!
AvgDialog_19200_Content_8,ahzR,avg章6_AvgDialog_C_M.csv,92,AvgDialog,Content,墨菲,你干嘛！,What are you doing!
AvgDialog_19200_Content_9,ahzS,avg章6_AvgDialog_C_M.csv,93,AvgDialog,Content,,墨菲捂着额头正要对你挥洒一番大小姐的威严时，似是意识到了自己的理亏，猛地把剩下的话吞回了肚子里。,"Murphy, covering her forehead, was about to lecture you like a proper little lady, before she seemed to realize she was in the wrong and swallowed back the rest of her words."
AvgDialog_19200_Content_10,ahzx,avg章6_AvgDialog_C_M.csv,94,AvgDialog,Content,墨菲,这下，这下就算我们扯平了吧。,"Fine, fine, let's call it even."
AvgDialog_19200_Content_11,ahzy,avg章6_AvgDialog_C_M.csv,95,AvgDialog,Content,玩家,我可是控制了力气的，不然你早就被我弹飞到30英尺外了。,"I held back my strength; otherwise, you would've been sent flying 30 feet away."
AvgDialog_19200_Content_12,ahzz,avg章6_AvgDialog_C_M.csv,96,AvgDialog,Content,墨菲,哈啊？！你哪有这么大力气。别开玩笑了，你被弥利亚姆吊起来的样子我可全看见了！,"Hah?! As if you're that strong! Stop joking, I clearly saw Miryam lifting you up!"
AvgDialog_19200_Content_13,ahzA,avg章6_AvgDialog_C_M.csv,97,AvgDialog,Content,,沉闷到近乎粘稠的气氛被瞬间打散，她眼里的不安与悲伤倏地被好胜心压了下去。,"The stifling atmosphere, thick and oppressive, was instantly shattered. The unease and sadness in her eyes were quickly overshadowed by her competitiveness."
AvgDialog_19200_Content_14,ahzB,avg章6_AvgDialog_C_M.csv,98,AvgDialog,Content,玩家,好的墨菲小姐，好的墨菲大人。,"Sure, Miss Murphy. Sure, Lady Murphy."
AvgDialog_19200_Content_15,ahzC,avg章6_AvgDialog_C_M.csv,99,AvgDialog,Content,墨菲,喂！你是故意拿我寻开心的吧！,Hey! Are you deliberately teasing me?
AvgDialog_19200_Content_16,ahzD,avg章6_AvgDialog_C_M.csv,100,AvgDialog,Content,,墨菲高高抡起拳头，却在即将打在你身上前突然卸了力，最后只软绵绵地在你衣服上蹭了过去。,"Murphy raised her fist high, but she let her strength slip away before it could land—in the end, her fist ended up harmlessly brushing against your clothes."
AvgDialog_19200_Content_17,ahzE,avg章6_AvgDialog_C_M.csv,101,AvgDialog,Content,玩家,大小姐请饶了我吧，好痛——,"Miss, please spare me. It hurts—"
AvgDialog_19200_Content_18,ahzF,avg章6_AvgDialog_C_M.csv,102,AvgDialog,Content,玩家,等等，有声音。,"Wait, I hear something."
AvgDialog_19200_Content_19,ahzG,avg章6_AvgDialog_C_M.csv,103,AvgDialog,Content,,耳尖捕捉到了隐约的异怪嘶鸣，而在混乱的声音中，你听见了格外有节拍的韵律。,"Your sharp ears catch faint monstrous roars, and amidst the chaotic sounds, you discern a particularly rhythmic pattern."
AvgDialog_19200_Content_20,ahzI,avg章6_AvgDialog_C_M.csv,104,AvgDialog,Content,玩家,是拉蒙娜。,It's Ramona.
AvgDialog_19200_Content_21,ahzJ,avg章6_AvgDialog_C_M.csv,105,AvgDialog,Content,墨菲,这你都听得出来？！,You can tell that just by listening?!
AvgDialog_19200_Content_22,ahzK,avg章6_AvgDialog_C_M.csv,106,AvgDialog,Content,,你和墨菲对视一眼，她抿着嘴点了点头，你们无言地拔腿向传出声音的方向跑去。,"You and Murphy exchange a glance. She nods with pursed lips, and you both silently sprint towards the source of the sound."
AvgDialog_19200_Content_23,ahzL,avg章6_AvgDialog_C_M.csv,107,AvgDialog,Content,,"距离正位之时
还剩：90分钟",Time until Alignment:\n90 minutes remain
AvgDialog_34974_Content_1,ajFZ,avg章6_AvgDialog_C_M.csv,108,AvgDialog,Content,,寄生物,Parasite
AvgDialog_34974_Content_2,ajGk,avg章6_AvgDialog_C_M.csv,109,AvgDialog,Content,,在指尖从守密人手背擦过的下一毫秒，柔和的无言白风撞进了爆炸原点。,"The next millisecond after her fingertip brushed past the back of the Keeper's hand, a gentle, silent white wind collided against the origin of the explosion."
AvgDialog_34974_Content_3,ajGv,avg章6_AvgDialog_C_M.csv,110,AvgDialog,Content,,明明是那么轻柔的力量，拉扯着拉蒙娜进入无边白夜时却显得格外有力。坐标极速转换的同时，她感觉五脏六腑都快要被拧出血来。,"It was a gentle power; yet, when pulling Ramona into the boundless white night, it felt incredibly forceful. As her coordinates shifted at breakneck speed, she felt as if her internal organs were being wrung dry."
AvgDialog_34974_Content_4,ajGG,avg章6_AvgDialog_C_M.csv,111,AvgDialog,Content,拉蒙娜,咳、咳咳……,"*Cough, cough...*"
AvgDialog_34974_Content_5,ajGR,avg章6_AvgDialog_C_M.csv,112,AvgDialog,Content,,希莱斯特喘息着放下罗盘，她在船长的搀扶下坐了下来，双手交叠着搭在腿上，看起来比之前更加虚弱。,"Gasping, Celeste put down her compass and sat with the captain's assistance, folding her hands on her lap. She looked even weaker than before."
AvgDialog_34974_Content_6,ajHc,avg章6_AvgDialog_C_M.csv,113,AvgDialog,Content,埃尔顿,你感觉如何？,How are you feeling?
AvgDialog_34974_Content_7,ajHl,avg章6_AvgDialog_C_M.csv,114,AvgDialog,Content,,希莱斯特摇了摇头，并未出声。在拉蒙娜因爆炸和坐标转移而迟钝的脑中，无法辨别她的回应是否代表着肯定的回答。,"Celeste shook her head without speaking. Ramona, her mind dulled by the explosion and experience of shifting coordinates, couldn't tell whether the response indicated an affirmation."
AvgDialog_34974_Content_8,ajHm,avg章6_AvgDialog_C_M.csv,115,AvgDialog,Content,,眼看两人的目光移到了自己身上，拉蒙娜刚想说话，耳内便传来持续的低频嗡鸣，就连大脑深处都传来了不妙的电信号。,"Seeing the two gaze at her, Ramona was about to speak when a persistent low-frequency hum echoed in her ears, sending ominous signals deep into her brain."
AvgDialog_34974_Content_9,ajHn,avg章6_AvgDialog_C_M.csv,116,AvgDialog,Content,拉蒙娜,唔……耳朵好痛……,Ugh... My ears hurt...
AvgDialog_34974_Content_10,ajGa,avg章6_AvgDialog_C_M.csv,117,AvgDialog,Content,埃尔顿,经历过这种程度的爆炸，耳鸣持续个三五天都是正常的。,"After experiencing an explosion of this magnitude, it's normal for your ears to ring for three to five days."
AvgDialog_34974_Content_11,ajGb,avg章6_AvgDialog_C_M.csv,118,AvgDialog,Content,拉蒙娜,嗯，从我感受来看，至少耳膜还是完整的。,"Well, at least my eardrums seem intact; from what I can feel, at least."
AvgDialog_34974_Content_12,ajGc,avg章6_AvgDialog_C_M.csv,119,AvgDialog,Content,拉蒙娜,守密人，你感觉如何…等等……,"Keeper, how are you feeling... Wait..."
AvgDialog_34974_Content_13,ajGd,avg章6_AvgDialog_C_M.csv,120,AvgDialog,Content,拉蒙娜,我、我没能拉住守密人的手…%heorshe%、%heorshe%……,"I... I couldn't hold onto the Keeper's hand... {Male=he,Female=she}... {Male=he,Female=she}..."
AvgDialog_34974_Content_14,ajGe,avg章6_AvgDialog_C_M.csv,121,AvgDialog,Content,埃尔顿,别紧张，别紧张。索纳尼尔号的密境将周围海域也囊括了进来，希莱斯特不会漏掉%hisorher%。,"Don't panic, don't panic. The Sona-Nyl's Domain encompasses the entire surrounding sea area. Celeste won't miss {Male=him,Female=her}"
AvgDialog_34974_Content_15,ajGf,avg章6_AvgDialog_C_M.csv,122,AvgDialog,Content,,希莱斯特眨了眨眼，似乎是在肯定船长的说法。,"Celeste blinked, seemingly affirming the captain's words."
AvgDialog_34974_Content_16,ajGg,avg章6_AvgDialog_C_M.csv,123,AvgDialog,Content,拉蒙娜,可、可那之后，我们之间的链接断开了片刻……,"B-but, the link between us was broken for a moment..."
AvgDialog_34974_Content_17,ajGh,avg章6_AvgDialog_C_M.csv,124,AvgDialog,Content,拉蒙娜,虽然那感觉很快又消失了，但那种像失重一样连话都说不出来的感觉，不会是我的错觉。,"The feeling disappeared right afterwards, but the sensation of weightlessness and speechlessness couldn't have been an illusion."
